172.22.0.1 - - [26/Aug/2021:14:17:22 -0300] "GET /scielo.php HTTP/1.1" 200 7343 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:23 -0300] "GET /css/scielo.css HTTP/1.1" 200 3300 "http://scielo.org.do:8080/scielo.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:23 -0300] "GET /css/screen/general.css HTTP/1.1" 200 133 "http://scielo.org.do:8080/css/scielo.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:23 -0300] "GET /img/en/scielobre.gif HTTP/1.1" 200 5458 "http://scielo.org.do:8080/scielo.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:23 -0300] "GET /img/assinat.gif HTTP/1.1" 200 1800 "http://scielo.org.do:8080/scielo.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:23 -0300] "GET /img/e-mailt.gif HTTP/1.1" 200 586 "http://scielo.org.do:8080/scielo.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:23 -0300] "GET /css/screen/layout.css HTTP/1.1" 200 427 "http://scielo.org.do:8080/css/scielo.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:23 -0300] "GET /css/screen/styles.css HTTP/1.1" 200 3572 "http://scielo.org.do:8080/css/scielo.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
127.0.0.1 - - [26/Aug/2021:14:17:28 -0300] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.34 (Unix) DAV/2 PHP/5.2.17 (internal dummy connection)"
127.0.0.1 - - [26/Aug/2021:14:17:29 -0300] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.34 (Unix) DAV/2 PHP/5.2.17 (internal dummy connection)"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /scielo.php?script=sci_alphabetic&lng=en&nrm=iso HTTP/1.1" 200 3951 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /img/en/serbrow.gif HTTP/1.1" 200 251 "http://scielo.org.do:8080/scielo.php?script=sci_alphabetic&lng=en&nrm=iso" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /img/en/artbrow.gif HTTP/1.1" 200 257 "http://scielo.org.do:8080/scielo.php?script=sci_alphabetic&lng=en&nrm=iso" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /img/en/subject.gif HTTP/1.1" 200 229 "http://scielo.org.do:8080/scielo.php?script=sci_alphabetic&lng=en&nrm=iso" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /img/en/fbpelogp.gif HTTP/1.1" 200 1353 "http://scielo.org.do:8080/scielo.php?script=sci_alphabetic&lng=en&nrm=iso" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /img/en/search.gif HTTP/1.1" 200 210 "http://scielo.org.do:8080/scielo.php?script=sci_alphabetic&lng=en&nrm=iso" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /img/en/alpha0.gif HTTP/1.1" 200 1015 "http://scielo.org.do:8080/scielo.php?script=sci_alphabetic&lng=en&nrm=iso" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /img/en/e-mailt.gif HTTP/1.1" 200 586 "http://scielo.org.do:8080/scielo.php?script=sci_alphabetic&lng=en&nrm=iso" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
172.22.0.1 - - [26/Aug/2021:14:17:36 -0300] "GET /img/en/author.gif HTTP/1.1" 200 219 "http://scielo.org.do:8080/scielo.php?script=sci_alphabetic&lng=en&nrm=iso" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0"
127.0.0.1 - - [26/Aug/2021:14:17:42 -0300] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.34 (Unix) DAV/2 PHP/5.2.17 (internal dummy connection)"
